episode,timestamp,eps,alphaCap,total_reward,win,steps,episode_duration_s,q_max,q_mean
1819,2026-05-16T04:49:45.079,0.709050,0.000496,-1.600000,0,1,3.078,7.782579,-1.435019
1820,2026-05-16T04:49:48.846,0.709000,0.000496,-1.600000,0,1,3.053,7.439561,-1.425902
1821,2026-05-16T04:49:52.562,0.708950,0.000496,-1.600000,0,1,3.040,7.118426,-1.419152
1822,2026-05-16T04:49:56.301,0.708900,0.000496,-2.000000,0,1,3.032,6.817346,-1.415563
1823,2026-05-16T04:49:59.991,0.708850,0.000496,-2.000000,0,1,2.985,6.547305,-1.413986
1824,2026-05-16T04:50:01.748,0.708800,0.000496,0.400000,0,2,1.045,1.879655,-1.703503
1825,2026-05-16T04:50:05.501,0.708750,0.000496,-1.600000,0,1,3.074,5.944608,-1.420720
1826,2026-05-16T04:50:09.351,0.708700,0.000496,-1.600000,0,1,3.169,5.810757,-1.425604
1827,2026-05-16T04:50:13.119,0.708650,0.000496,-1.600000,0,1,3.074,5.719810,-1.431663
1828,2026-05-16T04:50:16.964,0.708600,0.000496,-1.600000,0,1,3.172,5.666945,-1.437756
1829,2026-05-16T04:50:18.704,0.708550,0.000496,0.900000,0,2,1.056,1.622847,-1.752957
1830,2026-05-16T04:50:22.423,0.708500,0.000496,-2.000000,0,1,3.058,5.623141,-1.459355
1831,2026-05-16T04:50:24.113,0.708450,0.000496,0.800000,0,2,1.046,1.426279,-1.777958
1832,2026-05-16T04:50:27.882,0.708400,0.000496,-1.600000,0,1,3.115,5.684208,-1.489593
1833,2026-05-16T04:50:31.788,0.708350,0.000496,-1.600000,0,1,3.172,5.711545,-1.500481
1834,2026-05-16T04:50:33.506,0.708300,0.000496,0.800000,0,2,1.058,1.224135,-1.815294
1835,2026-05-16T04:50:37.233,0.708250,0.000496,-2.000000,0,1,3.061,5.790923,-1.531105
1836,2026-05-16T04:50:38.938,0.708200,0.000496,0.800000,0,2,1.061,1.119524,-1.841239
1837,2026-05-16T04:50:40.655,0.708150,0.000496,0.800000,0,2,1.056,1.114390,-1.855419
1838,2026-05-16T04:50:44.414,0.708100,0.000496,-1.600000,0,1,3.101,5.809605,-1.569876
1839,2026-05-16T04:50:47.968,0.708050,0.000496,-2.000000,0,1,2.896,5.774594,-1.574569
1840,2026-05-16T04:50:49.679,0.708000,0.000496,0.400000,0,2,1.059,1.117925,-1.872839
1841,2026-05-16T04:50:53.384,0.707950,0.000496,-1.600000,0,1,3.059,5.662926,-1.583969
1842,2026-05-16T04:50:54.941,0.707900,0.000496,0.800000,0,2,0.893,1.121543,-1.881638
1843,2026-05-16T04:50:56.678,0.707850,0.000496,0.400000,0,2,1.064,1.064732,-1.885874
1844,2026-05-16T04:51:00.329,0.707800,0.000496,-1.500000,0,1,3.011,5.425851,-1.589579
1845,2026-05-16T04:51:02.028,0.707750,0.000496,0.800000,0,2,1.064,0.961988,-1.889080
1846,2026-05-16T04:51:03.747,0.707700,0.000496,0.800000,0,2,1.066,0.967947,-1.890798
1847,2026-05-16T04:51:05.481,0.707650,0.000496,0.800000,0,2,1.071,0.975448,-1.891429
1848,2026-05-16T04:51:09.202,0.707600,0.000496,-1.600000,0,1,3.052,5.041019,-1.583163
1849,2026-05-16T04:51:12.913,0.707550,0.000496,-1.600000,0,1,3.049,4.991247,-1.582729
1850,2026-05-16T04:51:16.652,0.707500,0.000496,-1.600000,0,1,3.079,4.944810,-1.582392
1851,2026-05-16T04:51:20.358,0.707450,0.000496,-1.600000,0,1,3.049,4.902561,-1.582723
1852,2026-05-16T04:51:24.069,0.707400,0.000496,-1.600000,0,1,3.044,4.863649,-1.583382
1853,2026-05-16T04:51:27.786,0.707350,0.000496,-1.600000,0,1,3.053,4.828364,-1.584126
1854,2026-05-16T04:51:31.601,0.707300,0.000496,-1.600000,0,1,3.137,4.796882,-1.584852
1855,2026-05-16T04:51:35.154,0.707250,0.000496,-2.000000,0,1,2.906,4.769237,-1.585784
1856,2026-05-16T04:51:38.851,0.707200,0.000496,-1.600000,0,1,3.030,4.745700,-1.586538
1857,2026-05-16T04:51:42.561,0.707150,0.000496,-1.500000,0,1,3.055,4.731452,-1.587292
1858,2026-05-16T04:51:46.364,0.707100,0.000496,-1.600000,0,1,3.163,4.720190,-1.588406
1859,2026-05-16T04:51:50.117,0.707050,0.000496,-1.500000,0,1,3.108,4.711312,-1.589407
1860,2026-05-16T04:51:53.851,0.707000,0.000496,-1.600000,0,1,3.042,4.706576,-1.590753
1861,2026-05-16T04:51:57.679,0.706950,0.000496,-1.500000,0,1,3.119,4.704598,-1.592295
1862,2026-05-16T04:52:01.383,0.706900,0.000496,-2.000000,0,1,3.057,4.704116,-1.593743
1863,2026-05-16T04:52:04.970,0.706850,0.000496,-1.600000,0,1,2.928,4.705086,-1.594872
1864,2026-05-16T04:52:07.899,0.706800,0.000496,0.800000,0,2,2.274,1.011221,-1.919363
1865,2026-05-16T04:52:11.623,0.706750,0.000496,-1.600000,0,1,3.063,4.717889,-1.597386
1866,2026-05-16T04:52:15.351,0.706700,0.000496,-2.000000,0,1,3.039,4.725426,-1.598330
1867,2026-05-16T04:52:18.088,0.706650,0.000496,0.800000,0,2,2.069,0.998280,-1.921541
1868,2026-05-16T04:52:20.978,0.706600,0.000496,0.400000,0,2,2.224,0.988574,-1.923655
1869,2026-05-16T04:52:24.663,0.706550,0.000496,-2.000000,0,1,3.036,4.781058,-1.604576
1870,2026-05-16T04:52:27.599,0.706500,0.000496,0.800000,0,2,2.260,0.978286,-1.927057
1871,2026-05-16T04:52:31.338,0.706450,0.000496,-1.600000,0,1,3.048,4.816676,-1.607625
1872,2026-05-16T04:52:34.230,0.706400,0.000496,0.800000,0,2,2.223,0.969185,-1.929937
1873,2026-05-16T04:52:38.085,0.706350,0.000496,-1.600000,0,1,3.210,4.845822,-1.610503
1874,2026-05-16T04:52:41.034,0.706300,0.000496,0.400000,0,2,2.251,0.966563,-1.933507
1875,2026-05-16T04:52:44.748,0.706250,0.000496,-2.000000,0,1,3.054,4.864028,-1.613348
1876,2026-05-16T04:52:48.459,0.706200,0.000496,-2.000000,0,1,3.066,4.868658,-1.614463
1877,2026-05-16T04:52:52.236,0.706150,0.000496,-1.600000,0,1,3.109,4.871868,-1.615649
1878,2026-05-16T04:52:55.980,0.706100,0.000496,-2.000000,0,1,3.073,4.873155,-1.616592
1879,2026-05-16T04:52:59.706,0.706050,0.000496,-1.600000,0,1,3.073,4.873139,-1.617217
1880,2026-05-16T04:53:03.230,0.706000,0.000496,-2.000000,0,1,2.883,4.872504,-1.617881
1881,2026-05-16T04:53:06.935,0.705950,0.000496,-1.500000,0,1,3.045,4.870536,-1.618212
1882,2026-05-16T04:53:10.754,0.705900,0.000496,-1.000000,0,1,3.156,4.869073,-1.618360
1883,2026-05-16T04:53:13.697,0.705850,0.000496,0.800000,0,2,2.284,0.887484,-1.943933
1884,2026-05-16T04:53:17.538,0.705800,0.000496,-1.600000,0,1,3.178,4.859081,-1.617849
1885,2026-05-16T04:53:21.281,0.705750,0.000496,-1.600000,0,1,3.069,4.854724,-1.617760
1886,2026-05-16T04:53:24.909,0.705700,0.000496,-1.600000,0,1,2.966,4.848872,-1.617771
1887,2026-05-16T04:53:28.616,0.705650,0.000496,-2.000000,0,1,3.058,4.842932,-1.617760
1888,2026-05-16T04:53:32.331,0.705600,0.000496,-1.600000,0,1,3.060,4.836958,-1.617768
1889,2026-05-16T04:53:36.456,0.705550,0.000496,8.200000,0,3,3.458,0.557181,-1.879283
1890,2026-05-16T04:53:40.168,0.705500,0.000496,-2.000000,0,1,3.053,4.814577,-1.617761
1891,2026-05-16T04:53:43.880,0.705450,0.000496,-1.600000,0,1,3.061,4.809986,-1.617550
1892,2026-05-16T04:53:47.680,0.705400,0.000496,-1.600000,0,1,3.162,4.805898,-1.617166
1893,2026-05-16T04:53:51.519,0.705350,0.000496,-1.600000,0,1,3.157,4.801058,-1.616940
1894,2026-05-16T04:53:55.267,0.705300,0.000496,-1.600000,0,1,3.077,4.797519,-1.616783
1895,2026-05-16T04:53:58.981,0.705250,0.000496,-2.000000,0,1,3.066,4.794686,-1.616517
1896,2026-05-16T04:54:02.702,0.705200,0.000496,-1.600000,0,1,3.056,4.792287,-1.616204
1897,2026-05-16T04:54:06.436,0.705150,0.000496,-2.000000,0,1,3.057,4.791267,-1.616018
1898,2026-05-16T04:54:10.167,0.705100,0.000496,-2.000000,0,1,3.036,4.791028,-1.615980
1899,2026-05-16T04:54:13.947,0.705050,0.000496,-1.000000,0,1,3.113,4.791875,-1.615835
1900,2026-05-16T04:54:17.551,0.705000,0.000496,-2.000000,0,1,2.930,4.793608,-1.616007
1901,2026-05-16T04:54:21.366,0.704950,0.000496,-2.000000,0,1,3.161,4.795352,-1.616037
1902,2026-05-16T04:54:25.100,0.704900,0.000496,-1.600000,0,1,3.078,4.797654,-1.615792
1903,2026-05-16T04:54:28.815,0.704850,0.000496,-1.600000,0,1,3.058,4.799144,-1.615891
1904,2026-05-16T04:54:32.618,0.704800,0.000496,-1.600000,0,1,3.149,4.800505,-1.615993
1905,2026-05-16T04:54:36.366,0.704750,0.000496,-1.600000,0,1,3.110,4.802126,-1.616204
1906,2026-05-16T04:54:40.144,0.704700,0.000496,-2.000000,0,1,3.118,4.803953,-1.616345
1907,2026-05-16T04:54:42.879,0.704650,0.000496,0.400000,0,2,2.054,1.679940,-1.951563
1908,2026-05-16T04:54:45.588,0.704600,0.000496,0.800000,0,2,2.049,1.740358,-1.953793
1909,2026-05-16T04:54:48.602,0.704550,0.000496,0.800000,0,2,2.362,1.788427,-1.955311
1910,2026-05-16T04:54:52.294,0.704500,0.000496,-1.600000,0,1,3.041,4.818988,-1.618963
1911,2026-05-16T04:54:55.194,0.704450,0.000496,0.800000,0,2,2.246,1.833766,-1.955552
1912,2026-05-16T04:54:58.902,0.704400,0.000496,-2.000000,0,1,3.053,4.824317,-1.618590
1913,2026-05-16T04:55:02.837,0.704350,0.000496,-1.600000,0,1,3.276,4.825210,-1.618225
1914,2026-05-16T04:55:06.552,0.704300,0.000496,-1.600000,0,1,3.043,4.826151,-1.617747
1915,2026-05-16T04:55:10.372,0.704250,0.000496,-1.600000,0,1,3.165,4.827362,-1.617342
1916,2026-05-16T04:55:14.080,0.704200,0.000496,-1.600000,0,1,3.039,4.828061,-1.617108
1917,2026-05-16T04:55:17.014,0.704150,0.000496,0.800000,0,2,2.286,1.860824,-1.952888
1918,2026-05-16T04:55:20.768,0.704100,0.000496,-1.600000,0,1,3.102,4.828421,-1.616704
1919,2026-05-16T04:55:25.087,0.704050,0.000496,7.700000,0,3,3.625,1.172856,-1.901673
1920,2026-05-16T04:55:28.909,0.704000,0.000496,-1.600000,0,1,3.164,4.824105,-1.615708
1921,2026-05-16T04:55:31.865,0.703950,0.000496,0.800000,0,2,2.293,1.848404,-1.951095
1922,2026-05-16T04:55:35.398,0.703900,0.000496,-1.000000,0,1,2.877,4.821067,-1.615712
1923,2026-05-16T04:55:39.170,0.703850,0.000496,-1.600000,0,1,3.125,4.819804,-1.615564
1924,2026-05-16T04:55:43.035,0.703800,0.000496,-1.600000,0,1,3.185,4.818178,-1.615290
1925,2026-05-16T04:55:46.999,0.703750,0.000496,8.200000,0,3,3.261,1.062295,-1.901591
1926,2026-05-16T04:55:50.831,0.703700,0.000496,-1.600000,0,1,3.190,4.812968,-1.614451
1927,2026-05-16T04:55:54.354,0.703650,0.000496,-1.600000,0,1,2.867,4.811160,-1.614795
1928,2026-05-16T04:55:58.086,0.703600,0.000496,-1.600000,0,1,3.071,4.809609,-1.615121
1929,2026-05-16T04:56:01.813,0.703550,0.000496,-1.600000,0,1,3.069,4.808364,-1.615732
1930,2026-05-16T04:56:05.536,0.703500,0.000496,-1.000000,0,1,3.075,4.807618,-1.616560
1931,2026-05-16T04:56:08.466,0.703450,0.000496,0.800000,0,2,2.228,1.883885,-1.960628
1932,2026-05-16T04:56:12.116,0.703400,0.000496,-2.000000,0,1,2.973,4.807226,-1.618966
1933,2026-05-16T04:56:15.021,0.703350,0.000496,0.800000,0,2,2.250,1.894974,-1.964738
1934,2026-05-16T04:56:18.869,0.703300,0.000496,-1.600000,0,1,3.178,4.810422,-1.620593
1935,2026-05-16T04:56:22.440,0.703250,0.000496,-1.600000,0,1,2.933,4.812199,-1.620959
1936,2026-05-16T04:56:26.218,0.703200,0.000496,-1.600000,0,1,3.120,4.814180,-1.621282
1937,2026-05-16T04:56:29.931,0.703150,0.000496,-1.600000,0,1,3.060,4.815836,-1.621426
1938,2026-05-16T04:56:32.834,0.703100,0.000496,0.800000,0,2,2.252,1.782493,-1.966929
1939,2026-05-16T04:56:36.583,0.703050,0.000496,-1.600000,0,1,3.066,4.818467,-1.620979
1940,2026-05-16T04:56:40.319,0.703000,0.000496,-1.600000,0,1,3.056,4.818803,-1.620837
1941,2026-05-16T04:56:43.201,0.702950,0.000496,0.800000,0,2,2.221,1.720325,-1.965991
1942,2026-05-16T04:56:46.984,0.702900,0.000496,-1.600000,0,1,3.132,4.818746,-1.619478
1943,2026-05-16T04:56:50.902,0.702850,0.000496,-1.600000,0,1,3.202,4.817972,-1.619249
1944,2026-05-16T04:56:54.774,0.702800,0.000496,-2.000000,0,1,3.163,4.816745,-1.619033
1945,2026-05-16T04:56:58.389,0.702750,0.000496,-1.600000,0,1,2.931,4.815439,-1.618876
1946,2026-05-16T04:57:02.101,0.702700,0.000496,-1.600000,0,1,3.035,4.814131,-1.618771
1947,2026-05-16T04:57:05.819,0.702650,0.000496,-1.600000,0,1,3.057,4.813015,-1.618550
1948,2026-05-16T04:57:09.397,0.702600,0.000496,-1.600000,0,1,2.900,4.811953,-1.618327
1949,2026-05-16T04:57:13.533,0.702550,0.000496,8.200000,0,3,3.445,0.575505,-1.922228
1950,2026-05-16T04:57:17.296,0.702500,0.000496,-1.600000,0,1,3.104,4.805901,-1.618026
1951,2026-05-16T04:57:20.999,0.702450,0.000496,-1.600000,0,1,3.057,4.804511,-1.618322
1952,2026-05-16T04:57:24.821,0.702400,0.000496,-1.600000,0,1,3.136,4.803758,-1.618742
1953,2026-05-16T04:57:28.468,0.702350,0.000496,-1.600000,0,1,3.005,4.802073,-1.619545
1954,2026-05-16T04:57:32.195,0.702300,0.000496,-2.000000,0,1,3.062,4.800823,-1.620330
1955,2026-05-16T04:57:35.995,0.702250,0.000496,-1.500000,0,1,3.068,4.800256,-1.620865
1956,2026-05-16T04:57:39.855,0.702200,0.000496,-1.600000,0,1,3.178,4.800318,-1.621380
1957,2026-05-16T04:57:43.558,0.702150,0.000496,-1.500000,0,1,3.037,4.800726,-1.621663
1958,2026-05-16T04:57:47.288,0.702100,0.000496,-1.600000,0,1,3.062,4.802283,-1.621719
1959,2026-05-16T04:57:51.002,0.702050,0.000496,-1.500000,0,1,3.043,4.803793,-1.622236
1960,2026-05-16T04:57:53.415,0.702000,0.000496,0.400000,0,2,1.708,2.655223,-1.984626
1961,2026-05-16T04:57:57.152,0.701950,0.000496,-1.500000,0,1,3.056,4.807681,-1.623618
1962,2026-05-16T04:58:00.979,0.701900,0.000496,-1.600000,0,1,3.158,4.807295,-1.624781
1963,2026-05-16T04:58:03.836,0.701850,0.000496,0.800000,0,2,2.213,3.189581,-1.994172
1964,2026-05-16T04:58:07.531,0.701800,0.000496,-2.000000,0,1,3.045,4.800889,-1.629150
1965,2026-05-16T04:58:11.236,0.701750,0.000496,-1.600000,0,1,3.051,4.799549,-1.630440
1966,2026-05-16T04:58:14.949,0.701700,0.000496,-2.000000,0,1,3.062,4.798355,-1.631742
1967,2026-05-16T04:58:18.773,0.701650,0.000496,-1.600000,0,1,3.154,4.797747,-1.632711
1968,2026-05-16T04:58:22.600,0.701600,0.000496,-2.000000,0,1,3.153,4.797472,-1.633185
1969,2026-05-16T04:58:26.203,0.701550,0.000496,-1.600000,0,1,2.934,4.797879,-1.633593
1970,2026-05-16T04:58:30.350,0.701500,0.000496,7.800000,0,3,3.491,2.220589,-1.954124
1971,2026-05-16T04:58:34.022,0.701450,0.000496,-2.000000,0,1,3.036,4.802222,-1.632902
1972,2026-05-16T04:58:37.728,0.701400,0.000496,-1.600000,0,1,3.069,4.803762,-1.632067
1973,2026-05-16T04:58:40.682,0.701350,0.000496,0.400000,0,2,2.312,4.649425,-2.009676
1974,2026-05-16T04:58:44.399,0.701300,0.000496,-1.600000,0,1,3.063,4.809956,-1.628601
1975,2026-05-16T04:58:48.469,0.701250,0.000496,8.200000,0,3,3.415,2.560874,-1.952453
1976,2026-05-16T04:58:52.080,0.701200,0.000496,-1.600000,0,1,2.967,4.815229,-1.625783
1977,2026-05-16T04:58:55.781,0.701150,0.000496,-2.000000,0,1,3.057,4.815754,-1.625455
1978,2026-05-16T04:58:59.368,0.701100,0.000496,-1.600000,0,1,2.930,4.815588,-1.625525
1979,2026-05-16T04:59:03.088,0.701050,0.000496,-1.600000,0,1,3.048,4.814521,-1.625849
1980,2026-05-16T04:59:06.017,0.701000,0.000496,0.800000,0,2,2.245,5.348284,-2.015204
1981,2026-05-16T04:59:09.730,0.700950,0.000496,-1.600000,0,1,3.069,4.818678,-1.625277
1982,2026-05-16T04:59:12.664,0.700900,0.000496,0.800000,0,2,2.285,5.458188,-2.017273
1983,2026-05-16T04:59:16.421,0.700850,0.000496,-1.600000,0,1,3.101,4.824462,-1.624495
1984,2026-05-16T04:59:20.150,0.700800,0.000496,-2.000000,0,1,3.042,4.824924,-1.624248
1985,2026-05-16T04:59:23.865,0.700750,0.000496,-1.500000,0,1,3.050,4.827612,-1.624040
1986,2026-05-16T04:59:27.706,0.700700,0.000496,-1.500000,0,1,3.177,4.829442,-1.623556
1987,2026-05-16T04:59:32.015,0.700650,0.000496,8.200000,0,3,3.626,2.944021,-1.967717
1988,2026-05-16T04:59:35.848,0.700600,0.000496,-1.600000,0,1,3.168,4.831522,-1.623888
1989,2026-05-16T04:59:39.553,0.700550,0.000496,-1.600000,0,1,3.050,4.830893,-1.624273
1990,2026-05-16T04:59:43.319,0.700500,0.000496,-1.600000,0,1,3.099,4.832240,-1.624607
1991,2026-05-16T04:59:47.158,0.700450,0.000496,-2.000000,0,1,3.152,4.833067,-1.625625
1992,2026-05-16T04:59:50.639,0.700400,0.000496,-1.500000,0,1,2.829,4.833031,-1.626342
1993,2026-05-16T04:59:54.758,0.700350,0.000496,7.800000,0,3,3.451,2.994753,-1.976153
1994,2026-05-16T04:59:58.322,0.700300,0.000496,-2.000000,0,1,2.901,4.827973,-1.626338
1995,2026-05-16T05:00:00.068,0.700250,0.000496,0.800000,0,2,1.089,6.345438,-2.040323
1996,2026-05-16T05:00:03.857,0.700200,0.000496,-1.600000,0,1,3.123,4.828479,-1.622686
1997,2026-05-16T05:00:07.588,0.700150,0.000496,-1.600000,0,1,3.047,4.831590,-1.621061
1998,2026-05-16T05:00:11.353,0.700100,0.000496,-2.000000,0,1,3.059,4.834116,-1.620138
1999,2026-05-16T05:00:15.073,0.700050,0.000496,-1.500000,0,1,3.057,4.836143,-1.619079
2000,2026-05-16T05:00:18.819,0.700000,0.000496,-1.600000,0,1,3.074,4.837915,-1.618202
2001,2026-05-16T05:00:22.518,0.699950,0.000495,-1.600000,0,1,3.031,4.840282,-1.617204
2002,2026-05-16T05:00:26.071,0.699900,0.000495,-2.000000,0,1,2.894,4.841885,-1.616233
2003,2026-05-16T05:00:27.798,0.699850,0.000495,0.800000,0,2,1.066,6.408151,-2.033148
2004,2026-05-16T05:00:29.368,0.699800,0.000495,0.800000,0,2,0.892,6.404925,-2.030574
2005,2026-05-16T05:00:33.253,0.699750,0.000495,-1.600000,0,1,3.191,4.846582,-1.612393
2006,2026-05-16T05:00:36.981,0.699700,0.000495,-1.600000,0,1,3.067,4.845084,-1.612957
2007,2026-05-16T05:00:41.023,0.699650,0.000495,7.700000,0,3,3.388,2.883952,-1.975220
2008,2026-05-16T05:00:44.921,0.699600,0.000495,-1.600000,0,1,3.235,4.841983,-1.614096
2009,2026-05-16T05:00:49.150,0.699550,0.000495,8.200000,0,3,3.552,2.960090,-1.977906
2010,2026-05-16T05:00:52.935,0.699500,0.000495,-2.000000,0,1,3.104,4.837056,-1.616040
2011,2026-05-16T05:00:56.720,0.699450,0.000495,-1.600000,0,1,3.114,4.835216,-1.617201
2012,2026-05-16T05:01:00.502,0.699400,0.000495,-1.600000,0,1,3.106,4.831635,-1.619094
2013,2026-05-16T05:01:04.239,0.699350,0.000495,-1.600000,0,1,3.073,4.827987,-1.621264
2014,2026-05-16T05:01:08.365,0.699300,0.000495,7.800000,0,3,3.462,3.379299,-2.002960
2015,2026-05-16T05:01:12.171,0.699250,0.000495,-2.000000,0,1,3.159,4.816570,-1.627413
2016,2026-05-16T05:01:15.715,0.699200,0.000495,-2.000000,0,1,2.888,4.817822,-1.628204
2017,2026-05-16T05:01:19.429,0.699150,0.000495,-1.600000,0,1,3.062,4.818240,-1.628886
2018,2026-05-16T05:01:23.264,0.699100,0.000495,-1.600000,0,1,3.172,4.817851,-1.629396
2019,2026-05-16T05:01:27.031,0.699050,0.000495,-1.000000,0,1,3.113,4.818891,-1.629206
2020,2026-05-16T05:01:30.869,0.699000,0.000495,-1.600000,0,1,3.163,4.819114,-1.629823
2021,2026-05-16T05:01:34.580,0.698950,0.000495,-1.600000,0,1,3.041,4.819093,-1.629781
2022,2026-05-16T05:01:38.162,0.698900,0.000495,-2.000000,0,1,2.919,4.818941,-1.629950
2023,2026-05-16T05:01:41.987,0.698850,0.000495,-1.600000,0,1,3.173,4.820515,-1.629433
2024,2026-05-16T05:01:45.747,0.698800,0.000495,-2.000000,0,1,3.099,4.823031,-1.628985
2025,2026-05-16T05:01:48.688,0.698750,0.000495,0.800000,0,2,2.282,8.125865,-2.068564
2026,2026-05-16T05:01:51.471,0.698700,0.000495,0.800000,0,2,2.105,8.181076,-2.063958
2027,2026-05-16T05:01:55.286,0.698650,0.000495,-1.600000,0,1,3.161,4.837447,-1.623834
2028,2026-05-16T05:01:59.070,0.698600,0.000495,-1.500000,0,1,3.095,4.836061,-1.624007
2029,2026-05-16T05:02:02.816,0.698550,0.000495,-1.600000,0,1,3.071,4.837070,-1.623865
2030,2026-05-16T05:02:06.534,0.698500,0.000495,-2.000000,0,1,3.066,4.840741,-1.623695
2031,2026-05-16T05:02:10.287,0.698450,0.000495,-1.600000,0,1,3.080,4.844549,-1.623388
2032,2026-05-16T05:02:13.982,0.698400,0.000495,-1.600000,0,1,3.040,4.847399,-1.622835
2033,2026-05-16T05:02:17.791,0.698350,0.000495,-2.000000,0,1,3.150,4.852555,-1.620991
2034,2026-05-16T05:02:21.619,0.698300,0.000495,-2.000000,0,1,3.140,4.857402,-1.619312
2035,2026-05-16T05:02:25.448,0.698250,0.000495,-1.600000,0,1,3.172,4.860179,-1.617691
2036,2026-05-16T05:02:29.654,0.698200,0.000495,7.700000,0,3,3.555,3.363469,-1.999578
2037,2026-05-16T05:02:33.449,0.698150,0.000495,-2.000000,0,1,3.145,4.857986,-1.614851
2038,2026-05-16T05:02:37.153,0.698100,0.000495,-1.600000,0,1,3.065,4.857795,-1.613747
2039,2026-05-16T05:02:40.902,0.698050,0.000495,-1.600000,0,1,3.070,4.856688,-1.612649
2040,2026-05-16T05:02:45.055,0.698000,0.000495,7.700000,0,3,3.469,3.051296,-1.991187
2041,2026-05-16T05:02:48.796,0.697950,0.000495,-1.600000,0,1,3.059,4.860787,-1.608170
2042,2026-05-16T05:02:52.905,0.697900,0.000495,7.700000,0,3,3.450,2.402631,-1.980507
2043,2026-05-16T05:02:56.665,0.697850,0.000495,-1.600000,0,1,3.096,4.971500,-1.609977
2044,2026-05-16T05:03:00.788,0.697800,0.000495,8.200000,0,3,3.457,1.796224,-1.994186
2045,2026-05-16T05:03:04.494,0.697750,0.000495,-1.600000,0,1,3.033,6.285277,-1.655305
2046,2026-05-16T05:03:08.217,0.697700,0.000495,-1.600000,0,1,3.061,6.779276,-1.675173
2047,2026-05-16T05:03:11.103,0.697650,0.000495,0.800000,0,2,2.220,7.513747,-2.113295
2048,2026-05-16T05:03:14.921,0.697600,0.000495,-1.600000,0,1,3.157,8.338921,-1.735853
2049,2026-05-16T05:03:18.637,0.697550,0.000495,-2.000000,0,1,3.065,8.859442,-1.753660
2050,2026-05-16T05:03:21.595,0.697500,0.000495,0.800000,0,2,2.295,7.017102,-2.149641
2051,2026-05-16T05:03:25.547,0.697450,0.000495,-1.500000,0,1,3.289,10.301574,-1.793548
2052,2026-05-16T05:03:29.267,0.697400,0.000495,-1.600000,0,1,3.064,10.725485,-1.801974
2053,2026-05-16T05:03:33.015,0.697350,0.000495,-2.000000,0,1,3.094,11.111282,-1.808825
2054,2026-05-16T05:03:36.569,0.697300,0.000495,-1.600000,0,1,2.887,11.450177,-1.813301
2055,2026-05-16T05:03:40.138,0.697250,0.000495,-1.600000,0,1,2.885,11.736749,-1.813318
2056,2026-05-16T05:03:43.088,0.697200,0.000495,0.900000,0,2,2.280,6.946393,-2.135177
2057,2026-05-16T05:03:46.799,0.697150,0.000495,-2.000000,0,1,3.053,12.281507,-1.791270
2058,2026-05-16T05:03:50.554,0.697100,0.000495,-1.000000,0,1,3.095,12.359220,-1.777114
2059,2026-05-16T05:03:54.265,0.697050,0.000495,-1.600000,0,1,3.042,12.404394,-1.760260
2060,2026-05-16T05:03:57.053,0.697000,0.000495,0.800000,0,2,2.129,7.518681,-2.054033
2061,2026-05-16T05:04:00.582,0.696950,0.000495,-1.600000,0,1,2.876,12.303024,-1.695693
2062,2026-05-16T05:04:04.381,0.696900,0.000495,-1.600000,0,1,3.152,12.218979,-1.672941
2063,2026-05-16T05:04:08.216,0.696850,0.000495,-1.600000,0,1,3.189,12.119034,-1.650093
2064,2026-05-16T05:04:11.933,0.696800,0.000495,-2.000000,0,1,3.067,12.001531,-1.627978
2065,2026-05-16T05:04:15.748,0.696750,0.000495,-1.600000,0,1,3.161,11.857425,-1.606317
2066,2026-05-16T05:04:18.554,0.696700,0.000495,0.800000,0,2,2.130,8.120556,-1.930333
2067,2026-05-16T05:04:21.489,0.696650,0.000495,1.400000,0,2,2.237,8.355395,-1.905864
2068,2026-05-16T05:04:25.336,0.696600,0.000495,-1.600000,0,1,3.195,11.070831,-1.521315
2069,2026-05-16T05:04:29.050,0.696550,0.000495,-1.600000,0,1,3.045,10.943119,-1.511710
2070,2026-05-16T05:04:32.818,0.696500,0.000495,-1.600000,0,1,3.114,10.828411,-1.504755
2071,2026-05-16T05:04:36.781,0.696450,0.000495,-1.600000,0,1,3.287,10.770595,-1.500302
2072,2026-05-16T05:04:38.478,0.696400,0.000495,0.800000,0,2,1.046,8.842161,-1.882833
2073,2026-05-16T05:04:42.207,0.696350,0.000495,-1.600000,0,1,3.056,10.683610,-1.499696
2074,2026-05-16T05:04:46.013,0.696300,0.000495,-2.000000,0,1,3.135,10.676000,-1.503799
2075,2026-05-16T05:04:49.838,0.696250,0.000495,-2.000000,0,1,3.166,10.674850,-1.510080
2076,2026-05-16T05:04:53.963,0.696200,0.000495,7.800000,0,3,3.474,4.038436,-1.814258
2077,2026-05-16T05:04:55.670,0.696150,0.000495,0.800000,0,2,1.041,9.253779,-1.937892
2078,2026-05-16T05:04:57.397,0.696100,0.000495,0.800000,0,2,1.063,9.339499,-1.954772
2079,2026-05-16T05:04:59.194,0.696050,0.000495,0.800000,0,2,1.102,9.406693,-1.970086
2080,2026-05-16T05:05:00.903,0.696000,0.000495,0.800000,0,2,1.054,9.493920,-1.982260
2081,2026-05-16T05:05:04.610,0.695950,0.000495,-1.600000,0,1,3.042,10.959332,-1.608636
2082,2026-05-16T05:05:08.436,0.695900,0.000495,-1.600000,0,1,3.179,10.994889,-1.611481
